new_id,old_id,ref,title,authors,journal,year,source,phase1,phase2,epilepsy,alzheimer,schizophrenia,parkinson,depression,sleepstage,generalpathology
128,1894,shukla,an improved decision support system for identification of abnormal eeg signals using a 1d convolutional neural network and savitzky-golay filtering,"shukla u., saxena g.j., kumar m., bafila a.s., pundir a., singh s.",ieee access,2021,scopus,1,0,0,0,0,0,0,0,0
129,1896,roy,chrononet: a deep recurrent neural network for abnormal eeg identification,"subhrajit roy, isabell kiral-kornek, and stefan harrer",-,2018,sciencedirect,1,0,0,0,0,0,0,0,0
130,1904,alhussein,eeg pathology detection based on deep learning,"alhussein m., muhammad g., hossain m.s.",ieee access,2019,scopus,1,1,0,0,0,0,0,0,1
131,1912,wang,multispectral riemannian classification for eeg-based brain--machine interfaces,"xiaying wang, lukas cavigelli, tibor schneider, luca benini",preprints,2021,arxiv,1,0,0,0,0,0,0,0,0
132,1920,murcia,eeg connectivity analysis using denoising autoencoders for the detection of dyslexia,"martinez-murcia f.j., ortiz a., gorriz j.m., ramirez j., lopez-abarejo p.j., lopez-zamora m., luque j.l.",international journal of neural systems,2020,scopus,1,0,0,0,0,0,0,0,0
133,1944,min,"driver fatigue detection based on prefrontal eeg using multi-entropy measures and hybrid model,","jianliang min, chen xiong, yonggang zhang, ming cai,","biomedical signal processing and control,",2021,sciencedirect,1,0,0,0,0,0,0,0,0
134,1949,emamzadeh-hashemi,deep transfer learning for parkinson’s disease monitoring by image-based representation of resting-state eeg using directional connectivity,"emamzadeh-hashemi e.a., mahdizadeh a., mirian m.s., lee s., mckeown m.j.",algorithms,2022,scopus,1,0,0,0,0,1,0,0,0
135,1955,özerdem,classification and statistical analysis of schizophrenic and normal eeg time series [sizofrenik ve saglikli eeg zaman serilerinin siniflandirilmasi ve istatistiksel analizi],"seker d., özerdem m.s.","tiptekno 2020 - tip teknolojileri kongresi - 2020 medical technologies congress, tiptekno 2020",2020,scopus,1,1,0,0,1,0,0,0,0
136,1976,moon,emotional eeg classification using connectivity features and convolutional neural networks,"seong-eun moon, chun-jui chen, cho-jui hsieh, jane-ling wang, jong-seok lee",preprints,2021,arxiv,1,0,0,0,0,0,0,0,0
137,1984,costea,automatic detection of k-complexes using the cohen class recursiveness and reallocation method and deep neural networks with eeg signals,"dumitrescu c., costea i.-m., cormos a.-c., semenescu a.",sensors,2021,scopus,1,0,0,0,0,0,0,0,0
138,1999,jeong,continuous eeg decoding of pilots' mental states using multiple feature block-based convolutional neural network,"lee d.-h., jeong j.-h., kim k., yu b.-w., lee s.-w.",ieee access,2020,scopus,1,0,0,0,0,0,0,0,0
139,2004,caiola,evaluating performance of eeg data-driven machine learning for traumatic brain injury classification,"vivaldi n., caiola m., solarana k., ye m.",ieee transactions on biomedical engineering,2021,scopus,1,0,0,0,0,0,0,0,0
140,2006,bouallegue,a dynamic filtering df-rnn deep-learning-based approach for eeg-based neurological disorders diagnosis,"bouallegue g., djemal r., alshebeili s.a., aldhalaan h.",ieee access,2020,scopus,1,0,0,0,0,0,0,0,0
141,2015,parada,"eeg signal analysis using classification techniques: logistic regression, artificial neural networks, support vector machines, and convolutional neural networks","guerrero m.c., parada j.s., espitia h.e.",heliyon,2021,scopus,1,0,0,0,0,0,0,0,0
142,2032,khademi,eeg signal classification of imagined speech based on riemannian distance of correntropy spectral density,"bakhshali m.a., khademi m., ebrahimi-moghadam a., moghimi s.",biomedical signal processing and control,2020,scopus,1,0,0,0,0,0,0,0,0
143,2060,campelo,classification of eeg signals based on image representation of statistical features,"ashford j., bird j.j., campelo f., faria d.r.",advances in intelligent systems and computing,2020,scopus,1,0,0,0,0,0,0,0,0
144,2068,alves,eeg functional connectivity and deep learning for automatic diagnosis of brain disorders: alzheimer's disease and schizophrenia,"alves c.l., pineda a.m., roster k., thielemann c., rodrigues f.a.",journal of physics: complexity,2022,scopus,1,0,0,1,1,0,0,0,0
145,2090,amin,multi-cnn feature fusion for efficient eeg classification,"amin s.u., muhammad g., abdul w., bencherif m., alsulaiman m.","2020 ieee international conference on multimedia and expo workshops, icmew 2020",2020,scopus,1,1,0,0,0,0,0,0,1
146,2091,aydemir,automated major depressive disorder detection using melamine pattern with eeg signals,"aydemir e., tuncer t., dogan s., gururajan r., acharya u.r.",applied intelligence,2021,scopus,1,0,0,0,0,0,1,0,0
147,2092,penchina,deep lstm recurrent neural network for anxiety classification from eeg in adolescents with autism,"penchina b., sundaresan a., cheong s., martel a.",lecture notes in computer science (including subseries lecture notes in artificial intelligence and lecture notes in bioinformatics),2020,scopus,1,0,0,0,0,0,0,0,0
148,2098,adolfo,image-based eeg classification of brain responses to song recordings,"adolfo g. ramirez-aristizabal, mohammad k. ebrahimpour, christopher t. kello",preprints,2022,arxiv,1,0,0,0,0,0,0,0,0
149,2104,yıldırım,a deep convolutional neural network model for automated identification of abnormal eeg signals,"yıldırım ö., baloglu u.b., acharya u.r.",neural computing and applications,2020,scopus,1,1,0,0,0,0,0,0,1
150,2123,singh,seizsclas: an efficient and secure internet-of-things-based eeg classifier,"singh r., ahmed t., kumar singh a., chanak p., singh s.k.",ieee internet of things journal,2021,scopus,1,1,0,0,0,0,0,0,0
151,2128,rapaport,eegnas: neural architecture search for electroencephalography data analysis and decoding,"rapaport e., shriki o., puzis r.",communications in computer and information science,2019,scopus,1,0,0,0,0,0,0,0,0
152,2161,zhou,epilepsy eeg signal classification algorithm based on improved rbf,"zhou d., li x.",frontiers in neuroscience,2020,scopus,1,0,1,0,0,0,0,0,0
153,2179,shoji,automated detection of abnormalities from an eeg recording of epilepsy patients with a compact convolutional neural network,"shoji t., yoshida n., tanaka t.",biomedical signal processing and control,2021,scopus,1,1,1,0,0,0,0,0,1
154,2210,bajaj,spwvd-cnn for automated detection of schizophrenia patients using eeg signals,"khare s.k., bajaj v., acharya u.r.",ieee transactions on instrumentation and measurement,2021,scopus,1,1,0,0,1,0,0,0,0
155,2211,bajpai,deprnet: a deep convolution neural network framework for detecting depression using eeg,"seal a., bajpai r., agnihotri j., yazidi a., herrera-viedma e., krejcar o.",ieee transactions on instrumentation and measurement,2021,scopus,1,0,0,0,0,0,1,0,0
156,2227,farij,post-stroke eeg signal identification using wavelet filters and recurrent convolutional neural networks,"farij m.d., djamal e.c., wulandari a.","proceedings of the 2021 international conference on instrumentation, control, and automation, ica 2021",2021,scopus,1,1,0,0,0,0,0,0,0
157,2231,prabhu,deep learning-based automated classification of epileptic and non-epileptic scalp-eeg signals,"prabhu p., kotegar k.a., mariyappa n., anitha h., bhargava g.k., saini j., sinha s.","smart innovation, systems and technologies",2022,scopus,1,1,1,0,0,0,0,0,0
158,2237,atilla,eeg-based classification of drivers attention using convolutional neural networks ,"fred atilla, maryam alimardani",preprints,2021,arxiv,1,0,0,0,0,0,0,0,0
159,2273,sun,deep learning reveals personalized spatial spectral abnormalities of high delta and low alpha bands in eeg of patients with early parkinson's disease,"chu c., zhang z., wang j., liu s., wang f., sun y., han x., li z., zhu x., liu c.",journal of neural engineering,2021,scopus,1,0,0,0,0,1,0,0,0
160,2348,yasin,eeg based major depressive disorder and bipolar disorder detection using neural networks:a review,"yasin s., hussain s.a., aslan s., raza i., muzammel m., othmani a.",computer methods and programs in biomedicine,2021,scopus,1,0,0,0,0,0,1,0,0
161,2357,shoji,automated detection of abnormalities from an eeg recording of epilepsy patients with a compact convolutional neural network,"taku shoji, noboru yoshida, toshihisa tanaka",-,2018,sciencedirect,1,0,1,0,0,0,0,0,0
162,2369,craik,deep learning for electroencephalogram (eeg) classification tasks: a review,"craik a., he y., contreras-vidal j.l.",journal of neural engineering,2019,scopus,1,0,0,0,0,0,0,0,0
163,2387,djamal,post-stroke identification of eeg signals using recurrent neural networks and long short-term memory,"sansiagi w., djamal e.c., djajasasmita d., wulandari a.",international journal of advances in intelligent informatics,2021,scopus,1,0,0,0,0,0,0,0,0
164,2404,singh,a study on sleep stage classification based on a single-channel eeg signal,"singh s.a., singh s.a., devi n.d., majumder s.","electronic devices, circuits, and systems for biomedical applications: challenges and intelligent approach",2021,scopus,1,0,0,0,0,0,0,1,0
165,2410,tiwari,spectro temporal eeg biomarkers for binary emotion classification,"upasana tiwari, rupayan chakraborty, sunil kumar kopparapu",preprints,2022,arxiv,1,1,0,0,0,0,0,0,0
166,2436,aldosari,"parkinson's disease detection from resting-state eeg signals using common spatial pattern, entropy, and machine learning techniques","aljalal m, aldosari sa, alsharabi k, abdurraqeeb am, alturki fa.",diagnostics (basel),2022,pubmed,1,0,0,0,0,1,0,0,0
167,2456,djamal,learning optimization using genetic algorithm in post-stroke eeg signal classification,"contessa djamal e., amara m., djajasasmita d., lesmana liem limanjaya s.","2020 5th international conference on informatics and computing, icic 2020",2020,scopus,1,0,0,0,0,0,0,0,0
168,2472,scholtz,development of a machine learning based algorithm to accurately detect schizophrenia based on one-minute eeg recordings,"buettner r., beil d., scholtz s., djemai a.",proceedings of the annual hawaii international conference on system sciences,2020,scopus,1,1,0,0,1,0,0,0,0
169,2479,zhong,eeg-based epilepsy recognition via multiple kernel learning,"yao y, ding y, zhong s, cui z.",comput math methods med,2020,pubmed,1,0,1,0,0,0,0,0,0
170,2487,zhou,a hybrid deep neural network for classification of schizophrenia using eeg data,"sun j., cao r., zhou m., hussain w., wang b., xue j., xiang j.",scientific reports,2021,scopus,1,1,0,0,0,0,0,0,0
171,81,lopez,automated interpretation of abnormal adult electroencephalogram,silvia lópez de diego,-,2017,sciencedirect,1,1,0,0,0,0,0,0,1
172,175,hemanth,a modified deep convolutional neural network for abnormal brain image classification,"jude hemanth d., anitha j., naaji a., geman o., popescu d.e., hoang son l.",ieee access,2019,scopus,1,0,0,0,0,0,0,0,0
173,183,hongsheng,the abnormal detection of electroencephalogram with three-dimensional deep convolutional neural networks,"yun-mei d., maalla a., hui-ying l., shuai h., dong l., long l., hongsheng l.",ieee access,2020,scopus,1,0,0,0,0,0,0,0,0
174,208,xing,convolutional kernels with an element-wise weighting mechanism for identifying abnormal brain connectivity patterns,"ji j., xing x., yao y., li j., zhang x.",pattern recognition,2021,scopus,1,0,0,0,0,0,0,0,0
175,387,shakeel,identifying brain abnormalities from electroencephalogram using evolutionary gravitational neocognitron neural network,"gomathi p., baskar s., shakeel p.m., dhulipala v.r.s.",multimedia tools and applications,2020,scopus,1,0,0,0,0,0,0,0,0
176,541,long,cardiotocography signal abnormality classification using time-frequency features and ensemble cost-sensitive svm classifier,"zeng r., lu y., long s., wang c., bai j.",computers in biology and medicine,2021,scopus,1,0,0,0,0,0,0,0,0
177,551,selitskaya,"machine learning approach to classification of sleep electroencephalograms from newborns at risk of brain pathologies [использование искусственного интеллекта для оценки и систематизации электроэнцефалограмм сна у новорожденных, имеющих риск развития патологии головного мозга]","selitsky s., selitskaya n., schult j.",medical news of north caucasus,2021,scopus,1,0,0,0,0,0,0,1,0
178,683,amin,cognitive smart healthcare for pathology detection and monitoring,"amin s.u., hossain m.s., muhammad g., alhussein m., rahman m.a.",ieee access,2019,scopus,1,1,0,0,0,0,0,0,1
179,787,arakaki,are there consistent abnormalities in event-related eeg oscillations in patients with alzheimer’s disease compared to other diseases belonging to dementia?,"güntekin b., aktürk t., arakaki x., bonanni l., del percio c., edelmayer r., farina f., ferri r., hanoğlu l., kumar s., lizio r., lopez s., murphy b., noce g., randall f., sack a.t., stocchi f., yener g., yıldırım e., babiloni c.",psychophysiology,2022,scopus,1,0,0,1,0,0,0,0,0
180,997,kamboh,the nmt scalp eeg dataset: an open-source annotated dataset of healthy and pathological eeg recordings for predictive modeling,"khan h.a., ul ain r., kamboh a.m., butt h.t., shafait s., alamgir w., stricker d., shafait f.",frontiers in neuroscience,2022,scopus,1,0,0,0,0,0,0,0,0
181,1070,velammal,integrating compositional pattern-producing networks and optimized convolution neural networks using deep learning techniques for detecting brain abnormalities,velammal b.l.,multimedia tools and applications,2020,scopus,1,0,0,0,0,0,0,0,0
182,1169,wang,"a new approach for the detection of abnormal heart sound signals using tqwt, vmd and neural networks","zeng w., yuan j., yuan c., wang q., liu f., wang y.",artificial intelligence review,2021,scopus,1,0,0,0,0,0,0,0,0
183,1206,shafi,"reduced features set neural network approach based on high-resolution time-frequency images for cardiac abnormality detection,","imran shafi, aesar aziz, sadia din, imran ashraf,","computers in biology and medicine,",2022,sciencedirect,1,0,0,0,0,0,0,0,0
184,1305,hossain,deep learning based pathology detection for smart connected healthcares,"hossain m.s., muhammad g.",ieee network,2020,scopus,1,1,0,0,0,0,0,0,1
185,1367,bageri,multi-center validation study of automated classification of pathological slowing in adult scalp electroencephalograms via frequency features,"peh w.y., thomas j., bagheri e., chaudhari r., karia s., rathakrishnan r., saini v., shah n., srivastava r., tan y.-l., dauwels j.",international journal of neural systems,2021,scopus,1,1,0,0,0,0,0,0,0
186,1822,vanleeuwen,detecting abnormal electroencephalograms using deep convolutional networks,"k.g. van leeuwen , h. sun,  m. tabaeizadeh, a.f. struck, m.j.a.m van putten, m.b. westover",clinical neurophysiology,2018,sciencedirect,1,1,0,0,0,0,0,0,1
187,1919,devos,applying a data-driven approach to quantify eeg maturational deviations in preterms with normal and abnormal neurodevelopmental outcomes,"pillay k., dereymaeker a., jansen k., naulaers g., de vos m.",scientific reports,2020,scopus,1,0,0,0,0,0,0,0,0
188,2045,deng,abnormal heart sound detection using temporal quasi-periodic features and long short-term memory without segmentation,"zhang w., han j., deng s.",biomedical signal processing and control,2019,scopus,1,0,0,0,0,0,0,0,0
189,2058,gudigar,brain pathology identification using computer aided diagnostic tool: a systematic review,"gudigar a., raghavendra u., hegde a., kalyani m., ciaccio e.j., rajendra acharya u.",computer methods and programs in biomedicine,2020,scopus,1,0,0,0,0,0,0,0,0
190,2096,baskar,developing brain abnormality recognize system using multi-objective pattern producing neural network,"sridhar k.p., baskar s., shakeel p.m., dhulipala v.r.s.",journal of ambient intelligence and humanized computing,2019,scopus,1,0,0,0,0,0,0,0,0
191,2195,sawant,automated detection of abnormal heart sound signals using fano-factor constrained tunable quality wavelet transform,"sawant n.k., patidar s., nesaragi n., acharya u.r.",biocybernetics and biomedical engineering,2021,scopus,1,0,0,0,0,0,0,0,0
192,2216,chung,pattern detection model using a deep learning algorithm for power data analysis in abnormal conditions,"lee j.-h., kang j., shim w., chung h.-s., sung t.-e.",electronics (switzerland),2020,scopus,1,0,0,0,0,0,0,0,0
193,2306,shafi,reduced features set neural network approach based on high-resolution time-frequency images for cardiac abnormality detection,"shafi i., aziz a., din s., ashraf i.",computers in biology and medicine,2022,scopus,1,0,0,0,0,0,0,0,0
194,2340,jain ,computer aided hierarchal lesion classification for diabetic retinopathy abnormalities,"bhardwaj c., jain s., sood m.",international journal of recent technology and engineering,2019,scopus,1,0,0,0,0,0,0,0,0
195,2400,wu,automated detection of kidney abnormalities using multi-feature fusion convolutional neural networks,"wu y., yi z.",knowledge-based systems,2020,scopus,1,0,0,0,0,0,0,0,0
